1	1128607	false	open	false	1		2017-06-22T16:03:56Z	2017-06-22T18:12:27Z		publish new version	10		
2	1128607	false	open	false	0		2017-06-22T18:37:44Z	2017-06-22T18:37:44Z		tests fail in node 8	0		
3	52195	true	open	false	0	0	2017-06-27T14:58:20Z	2017-06-27T14:58:20Z		Updated to Node 8.1.2	15		
4	52195	true	open	false	0	0	2017-06-27T15:00:51Z	2017-06-27T15:00:51Z		added streams-wg details			
