3	459	false	open	false	6		2015-05-09T14:05:14Z	2016-07-11T21:17:49Z		Known Support Matrix	34		
12	25966	false	closed	false	3		2015-06-01T23:30:41Z	2016-07-22T18:17:41Z	2016-07-22T18:17:41Z	The GPL when using Node FFI	21		
13	27985	false	open	false	23		2015-06-02T19:03:07Z	2016-07-22T18:19:18Z		"Microsoft ""sponsored"" hardware test machine for node-serialport"	63		
24	186831	false	open	false	5		2016-05-06T23:17:20Z	2016-08-06T20:39:53Z		Still active interest?	52		
