3	1485350	false	open	false	2		2017-03-07T02:11:00Z	2017-03-08T16:29:44Z		Consider Figma for open-source design 	58		
4	502396	false	open	false	5		2017-06-12T14:47:27Z	2017-07-18T07:34:25Z		Has there been any progress?	53		
5	6170607	false	open	false	1		2017-07-08T21:33:13Z	2017-07-17T17:38:29Z		Lost access	17		
