129	2437923	false	closed	false	6		2016-05-07T09:42:12Z	2017-06-17T22:44:26Z	2017-06-17T22:44:26Z	Çeviri	43		
130	1509413	false	open	false	2		2017-06-17T19:08:25Z	2017-06-17T22:43:56Z		Sürecin yönetimi hk.	135		
