26	6078550	false	open	false	7		2015-10-17T11:49:03Z	2017-05-24T21:03:54Z		Translation, round two	39		
27	6078550	false	open	false	3		2016-07-09T00:12:49Z	2016-10-17T10:11:53Z		Übersetzung, die Dritte	83		
28	1587053	true	open	false	0	0	2017-05-24T20:56:56Z	2017-05-24T20:56:56Z		Fix markdown syntax on README	0		
